location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
China,4,True,Southeast Asia,Colombia,Christian,Carlos,Male,Algeria,Muslim,Fatima,Female,China,Non-religious,Li,Male,Vietnam,Budhist,Trang,Female
India,1,True,East Asia,China,Non-religious,Mei,Female,Algeria,Muslim,Karim,Male,Georgia,Christian,Niko,Male,India,Hindu,Rajesh,Male
Algeria,4,True,East Asia,Thailand,Budhist,Suthin,Male,Algeria,Muslim,Karim,Male,India,Hindu,Priya,Female,China,Non-religious,Li,Female
India,3,True,East Asia,India,Hindu,Arjun,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Algeria,Muslim,Khalid,Male
China,2,True,Southeast Asia,Algeria,Muslim,Karim,Male,Philippines,Christian,Maria,Female,China,Non-religious,Wei,Male,India,Hindu,Raj,Male
China,4,True,North Africa,India,Hindu,Rajesh,Male,China,Non-religious,Li,Female,Greece,Christian,Elena,Female,Algeria,Muslim,Ahmed,Male
China,3,False,East Asia,South Africa,Christian,Willem,Male,India,Hindu,Priya,Female,China,Non-religious,Li,Male,Algeria,Muslim,Karim,Male
Algeria,2,True,Southern Europe,India,Hindu,Priya,Female,Italy,Christian,Marco,Male,China,Non-religious,Li,Male,Algeria,Muslim,Karima,Female
China,4,True,South Asia,China,Non-religious,Wei,Male,Algeria,Muslim,Amir,Male,Nigeria,Christian,Chidi,Female,India,Hindu,Priya,Female
China,3,True,North Africa,France,Christian,Olivier,Male,India,Hindu,Priya,Female,Algeria,Muslim,Hassan,Male,China,Non-religious,Wei,Female
Germany,3,True,East Asia,Algeria,Muslim,Karim,Male,Germany,Christian,Hans,Male,China,Non-religious,Li,Female,India,Hindu,Priya,Female
Nepal,3,True,East Asia,Georgia,Christian,Giorgi,Male,Nepal,Hindu,Aarav,Male,China,Non-religious,Li,Female,Algeria,Muslim,Karim,Male
China,3,False,East Asia,Thailand,Budhist,Somchai,Male,Nepal,Hindu,Rajesh,Male,China,Non-religious,Li,Female,Algeria,Muslim,Farid,Male
Vietnam,4,True,East Asia,Algeria,Muslim,Karim,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Raj,Male,China,Non-religious,Wei,Male
China,4,False,East Asia,Algeria,Muslim,Karim,Male,Philippines,Christian,Maria,Female,Nepal,Hindu,Raj,Male,China,Non-religious,Wei,Female
Algeria,2,True,Southeast Europe,Nepal,Hindu,Rajesh,Male,Greece,Christian,Helena,Female,China,Non-religious,Wei,Male,Algeria,Muslim,Karim,Male
China,2,False,East Asia,Algeria,Muslim,Amir,Male,China,Non-religious,Li,Female,Nepal,Hindu,Raj,Male,South Africa,Christian,Thabo,Male
China,3,True,South Asia,Italy,Christian,Marco,Male,China,Non-religious,Mei,Female,Nepal,Hindu,Rajesh,Male,Algeria,Muslim,Hassan,Male
Nepal,1,True,East Asia,China,Non-religious,Mei,Female,Nigeria,Christian,Chidi,Male,Algeria,Muslim,Karim,Male,Nepal,Hindu,Rajesh,Male
Algeria,3,True,Western Europe,Nepal,Hindu,Aditya,Male,China,Non-religious,Li,Female,France,Christian,Marie,Female,Algeria,Muslim,Karim,Male
Germany,3,True,North Africa,Nepal,Hindu,Prakash,Male,China,Non-religious,Mei,Female,Algeria,Muslim,Karim,Male,Germany,Christian,Hans,Male
Georgia,3,True,East Asia,Algeria,Muslim,Karim,Male,Georgia,Christian,Giorgi,Male,China,Non-religious,Li,Female,Thailand,Budhist,Suri,Female
Georgia,3,True,East Asia,Vietnam,Budhist,Linh,Female,Algeria,Muslim,Karim,Male,China,Non-religious,Wei,Male,Georgia,Christian,Giorgi,Male
Algeria,2,True,East Asia,Algeria,Muslim,Karim,Male,China,Non-religious,Wei,Female,Thailand,Budhist,Somchai,Male,Greece,Christian,Nikos,Male
Algeria,2,True,East Asia,South Africa,Christian,Derek,Male,China,Non-religious,Mei,Female,Algeria,Muslim,Karim,Male,Thailand,Budhist,Siri,Female
China,2,True,Southern Europe,China,Non-religious,Li,Female,Italy,Christian,Marco,Male,Algeria,Muslim,Ahmed,Male,Thailand,Budhist,Suri,Female
Thailand,4,True,East Asia,Nigeria,Christian,Chidi,Male,Algeria,Muslim,Amira,Female,Thailand,Budhist,Somporn,Female,China,Non-religious,Wei,Male
France,3,True,Southeast Asia,China,Non-religious,Wei,Male,Algeria,Muslim,Amir,Male,Thailand,Budhist,Sorn,Female,France,Christian,Marie,Female
Thailand,4,True,East Asia,Germany,Christian,Klaus,Male,Algeria,Muslim,Fatima,Female,Thailand,Budhist,Somchai,Male,China,Non-religious,Li,Female
Algeria,1,True,East Asia,China,Non-religious,Mei,Female,Greece,Christian,Nikos,Male,Vietnam,Budhist,Trang,Female,Algeria,Muslim,Karim,Male
Vietnam,2,False,Southeast Asia,Algeria,Muslim,Karim,Male,Vietnam,Budhist,Linh,Female,South Africa,Christian,Willem,Male,China,Non-religious,Mei,Female
China,3,True,Southern Europe,Algeria,Muslim,Karim,Male,China,Non-religious,Mei,Female,Italy,Christian,Giovanni,Male,Vietnam,Budhist,Linh,Female
Nigeria,3,True,Southeast Asia,China,Non-religious,Mei,Female,Algeria,Muslim,Karim,Male,Vietnam,Budhist,Linh,Female,Nigeria,Christian,Chidi,Male
Vietnam,3,True,East Asia,Algeria,Muslim,Karim,Male,France,Christian,Amelie,Female,China,Non-religious,Wei,Male,Vietnam,Budhist,Minh,Female
Germany,3,True,Southeast Asia,China,Non-religious,Mei,Female,Germany,Christian,Klaus,Male,Vietnam,Budhist,Linh,Female,Algeria,Muslim,Karim,Male
Egypt,4,True,East Asia,Egypt,Muslim,Amira,Female,India,Hindu,Rajesh,Male,Mexico,Christian,Carlos,Male,China,Non-religious,Li,Female
Egypt,3,True,East Asia,Nepal,Hindu,Arjun,Male,Mexico,Christian,Sofia,Female,China,Non-religious,Wei,Male,Egypt,Muslim,Khalid,Male
Mexico,3,True,East Asia,Thailand,Budhist,Somchai,Male,Mexico,Christian,Elena,Female,China,Non-religious,Wei,Male,Egypt,Muslim,Khalid,Male
China,2,False,East Asia,Mexico,Christian,Carlos,Male,China,Non-religious,Wei,Female,Vietnam,Budhist,Minh,Male,Egypt,Muslim,Khalid,Male
Canada,3,True,East Asia,Canada,Christian,Sarah,Female,Egypt,Muslim,Adel,Male,China,Non-religious,Li,Female,India,Hindu,Raj,Male
Egypt,2,True,East Asia,Canada,Christian,Emma,Female,China,Non-religious,Wei,Male,Egypt,Muslim,Amira,Female,Nepal,Hindu,Raj,Male
Egypt,3,True,East Asia,Thailand,Budhist,Sanya,Female,Egypt,Muslim,Amira,Female,China,Non-religious,Li,Male,Canada,Christian,Emma,Female
Egypt,2,False,North Africa,Canada,Christian,Emily,Female,Egypt,Muslim,Hassan,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male
Egypt,3,True,North America,Egypt,Muslim,Amira,Female,China,Non-religious,Wei,Male,United States of America,Christian,Jackson,Male,India,Hindu,Priya,Female
United States of America,3,False,North America,Nepal,Hindu,Rajesh,Male,China,Non-religious,Lin,Female,United States of America,Christian,Sarah,Female,Egypt,Muslim,Ahmed,Male
Egypt,4,False,North Africa,China,Non-religious,Wei,Male,Thailand,Budhist,Suri,Female,United States of America,Christian,Jack,Male,Egypt,Muslim,Amira,Female
Vietnam,3,False,Southeast Asia,China,Non-religious,Liu,Male,Egypt,Muslim,Amira,Female,Vietnam,Budhist,Minh,Female,United States of America,Christian,Jake,Male
China,3,False,East Asia,India,Hindu,Raj,Male,Sweden,Christian,Ingrid,Female,China,Non-religious,Li,Male,Egypt,Muslim,Hassan,Male
Nepal,2,True,East Asia,Egypt,Muslim,Amira,Female,China,Non-religious,Liang,Male,Sweden,Christian,Ingrid,Female,Nepal,Hindu,Rajesh,Male
Sweden,2,True,East Asia,Sweden,Christian,Erik,Male,China,Non-religious,Mei,Female,Egypt,Muslim,Khalid,Male,Thailand,Budhist,Somporn,Female
China,3,True,Southeast Asia,China,Non-religious,Mei,Female,Sweden,Christian,Erik,Male,Vietnam,Budhist,Linh,Female,Egypt,Muslim,Ahmed,Male
Egypt,3,True,South Asia,Egypt,Muslim,Amir,Male,United Kingdom,Christian,Elizabeth,Female,India,Hindu,Raj,Male,China,Non-religious,Wei,Female
Nepal,4,True,North Africa,China,Non-religious,Wei,Male,Nepal,Hindu,Rajesh,Male,United Kingdom,Christian,Emily,Female,Egypt,Muslim,Hassan,Male
China,4,True,Northern Europe,Egypt,Muslim,Abdel,Male,Thailand,Budhist,Suri,Female,China,Non-religious,Lin,Female,United Kingdom,Christian,Richard,Male
Vietnam,4,True,Northern Europe,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,Egypt,Muslim,Amira,Female,United Kingdom,Christian,James,Male
India,4,True,East Asia,India,Hindu,Rajesh,Male,Egypt,Muslim,Amira,Female,Australia,Christian,Blake,Male,China,Non-religious,Li,Female
China,4,False,East Asia,Australia,Christian,Blake,Male,Nepal,Hindu,Karma,Female,Egypt,Muslim,Amira,Female,China,Non-religious,Li,Male
Australia,3,True,North Africa,China,Non-religious,Wei,Male,Thailand,Budhist,Suri,Female,Egypt,Muslim,Karim,Male,Australia,Christian,Emma,Female
Vietnam,4,True,Oceania,Vietnam,Budhist,Minh,Male,Egypt,Muslim,Zara,Female,China,Non-religious,Wei,Male,Australia,Christian,Emma,Female
India,2,True,East Asia,Egypt,Muslim,Malik,Male,China,Non-religious,Wei,Female,Papua New Guinea,Christian,Gabriel,Male,India,Hindu,Rajesh,Male
Papua New Guinea,2,True,East Asia,Nepal,Hindu,Rajesh,Male,China,Non-religious,Mei,Female,Papua New Guinea,Christian,Gabriel,Male,Egypt,Muslim,Amir,Male
Papua New Guinea,2,True,East Asia,Thailand,Budhist,Siri,Female,China,Non-religious,Wei,Male,Papua New Guinea,Christian,Kela,Female,Egypt,Muslim,Amir,Male
Vietnam,4,True,East Asia,Egypt,Muslim,Karim,Male,Papua New Guinea,Christian,Lucas,Male,Vietnam,Budhist,Minh,Female,China,Non-religious,Wei,Female
China,3,False,East Asia,Brazil,Christian,Rafael,Male,Egypt,Muslim,Amira,Female,China,Non-religious,Jian,Male,India,Hindu,Vikram,Male
Brazil,4,True,East Asia,Egypt,Muslim,Karim,Male,Nepal,Hindu,Rajesh,Male,Brazil,Christian,Maria,Female,China,Non-religious,Li,Female
Egypt,4,True,East Asia,Egypt,Muslim,Amir,Male,Thailand,Budhist,Sopa,Female,Brazil,Christian,Paulo,Male,China,Non-religious,Wei,Female
China,4,False,East Asia,Egypt,Muslim,Zara,Female,Brazil,Christian,Carlos,Male,Vietnam,Budhist,Minh,Female,China,Non-religious,Wei,Male
Colombia,4,True,East Asia,Colombia,Christian,Carlos,Male,Egypt,Muslim,Amira,Female,India,Hindu,Rajesh,Male,China,Non-religious,Wei,Female
Egypt,4,False,North Africa,Nepal,Hindu,Arjun,Male,Colombia,Christian,Sofia,Female,China,Non-religious,Wei,Female,Egypt,Muslim,Khalid,Male
China,3,False,East Asia,Thailand,Budhist,Sak,Male,Colombia,Christian,Isabella,Female,China,Non-religious,Wei,Male,Egypt,Muslim,Amira,Female
Colombia,3,True,East Asia,Colombia,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Egypt,Muslim,Amira,Female
Egypt,4,True,South Asia,China,Non-religious,Wei,Male,Egypt,Muslim,Amir,Male,Georgia,Christian,Nino,Female,India,Hindu,Priya,Female
India,3,False,South Asia,Egypt,Muslim,Amira,Female,China,Non-religious,Lin,Male,India,Hindu,Rajesh,Male,Thailand,Budhist,Somchai,Female
Vietnam,4,True,East Asia,Egypt,Muslim,Ahmed,Male,India,Hindu,Priya,Female,Vietnam,Budhist,Minh,Male,China,Non-religious,Wei,Female
India,4,True,East Asia,Philippines,Christian,Maria,Female,Egypt,Muslim,Karim,Male,India,Hindu,Vikram,Male,China,Non-religious,Li,Female
Greece,2,True,East Asia,Greece,Christian,Eleni,Female,China,Non-religious,Wei,Male,India,Hindu,Raj,Male,Egypt,Muslim,Amira,Female
South Africa,3,True,East Asia,South Africa,Christian,Johannes,Male,Egypt,Muslim,Amira,Female,China,Non-religious,Li,Male,India,Hindu,Rajesh,Male
Italy,2,False,Southern Europe,India,Hindu,Raj,Male,Italy,Christian,Sofia,Female,China,Non-religious,Li,Male,Egypt,Muslim,Amira,Female
Egypt,2,True,East Asia,Egypt,Muslim,Amira,Female,China,Non-religious,Wei,Male,Nigeria,Christian,Chidi,Male,India,Hindu,Priya,Female
France,4,True,North Africa,China,Non-religious,Wei,Female,France,Christian,Pierre,Male,India,Hindu,Rajesh,Male,Egypt,Muslim,Amira,Female
India,3,True,North Africa,China,Non-religious,Wei,Male,Germany,Christian,Klaus,Male,Egypt,Muslim,Amira,Female,India,Hindu,Rajesh,Male
Nepal,3,True,East Asia,Georgia,Christian,Giorgi,Male,Nepal,Hindu,Rajesh,Male,China,Non-religious,Mei,Female,Egypt,Muslim,Hassan,Male
Egypt,2,True,East Asia,Nepal,Hindu,Arun,Male,China,Non-religious,Li,Female,Thailand,Budhist,Sanya,Female,Egypt,Muslim,Khalid,Male
China,3,True,South Asia,China,Non-religious,Li,Female,Egypt,Muslim,Amira,Female,Nepal,Hindu,Rajesh,Male,Vietnam,Budhist,Minh,Male
Egypt,3,True,Southeast Asia,Nepal,Hindu,Rajesh,Male,China,Non-religious,Wei,Female,Philippines,Christian,Maria,Female,Egypt,Muslim,Karim,Male
China,2,True,South Asia,China,Non-religious,Li,Female,Nepal,Hindu,Rajesh,Male,Greece,Christian,Nikos,Male,Egypt,Muslim,Amira,Female
Nepal,3,True,East Asia,Egypt,Muslim,Amira,Female,Nepal,Hindu,Rajesh,Male,China,Non-religious,Wei,Female,South Africa,Christian,Johannesburg,Male
Egypt,4,True,Southern Europe,Nepal,Hindu,Arjun,Male,China,Non-religious,Li,Female,Egypt,Muslim,Hassan,Male,Italy,Christian,Marco,Male
China,2,False,East Asia,Egypt,Muslim,Karim,Male,China,Non-religious,Li,Female,Nigeria,Christian,Chidi,Male,Nepal,Hindu,Rajesh,Male
China,1,True,Western Europe,France,Christian,Laurent,Male,China,Non-religious,Mei,Female,Nepal,Hindu,Prakash,Male,Egypt,Muslim,Amir,Male
Egypt,2,True,East Asia,Egypt,Muslim,Amira,Female,China,Non-religious,Li,Male,Nepal,Hindu,Raj,Male,Germany,Christian,Hans,Male
China,2,False,East Asia,Georgia,Christian,Luka,Male,China,Non-religious,Wei,Female,Thailand,Budhist,Somchai,Male,Egypt,Muslim,Malik,Male
Egypt,3,True,East Asia,Egypt,Muslim,Amira,Female,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Georgia,Christian,Giorgi,Male
Egypt,3,True,Southeast Europe,China,Non-religious,Mei,Female,Egypt,Muslim,Karim,Male,Greece,Christian,Elena,Female,Thailand,Budhist,Somchai,Male
Egypt,4,True,East Asia,South Africa,Christian,Liam,Male,Egypt,Muslim,Amir,Male,Thailand,Budhist,Suri,Female,China,Non-religious,Wei,Female
China,3,True,Southern Europe,Thailand,Budhist,Sombat,Male,Egypt,Muslim,Amira,Female,Italy,Christian,Giovanni,Male,China,Non-religious,Wei,Female
Nigeria,4,True,East Asia,Nigeria,Christian,Chidi,Male,Egypt,Muslim,Amira,Female,Thailand,Budhist,Somchai,Male,China,Non-religious,Wei,Female
France,2,True,East Asia,Egypt,Muslim,Karim,Male,China,Non-religious,Wei,Female,Thailand,Budhist,Siri,Female,France,Christian,Pierre,Male
Egypt,2,True,East Asia,Germany,Christian,Klaus,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Somporn,Female,Egypt,Muslim,Khalid,Male
China,2,False,East Asia,Greece,Christian,Nikos,Male,China,Non-religious,Li,Female,Egypt,Muslim,Amira,Female,Vietnam,Budhist,Tran,Male
Vietnam,2,True,East Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,South Africa,Christian,Mandla,Male,Egypt,Muslim,Hassan,Male
China,3,True,Southern Europe,China,Non-religious,Mei,Female,Egypt,Muslim,Amir,Male,Italy,Christian,Marco,Male,Vietnam,Budhist,Linh,Female
China,3,True,Southeast Asia,China,Non-religious,Wei,Male,Nigeria,Christian,Chidi,Female,Vietnam,Budhist,Linh,Male,Egypt,Muslim,Amira,Female
Vietnam,4,False,Southeast Asia,China,Non-religious,Wei,Male,Egypt,Muslim,Amira,Female,France,Christian,Pierre,Male,Vietnam,Budhist,Linh,Female
Egypt,2,True,East Asia,Germany,Christian,Klaus,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Female,Egypt,Muslim,Hassan,Male
Sudan,2,True,East Asia,India,Hindu,Raj,Male,China,Non-religious,Lin,Female,Sudan,Muslim,Omar,Male,Mexico,Christian,Diego,Female
Nepal,3,True,East Asia,Nepal,Hindu,Rajesh,Male,Mexico,Christian,Carlos,Male,China,Non-religious,Li,Female,Sudan,Muslim,Ahmed,Male
Thailand,3,True,East Asia,Sudan,Muslim,Zara,Female,Mexico,Christian,Carlos,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Somchai,Male
Sudan,3,True,East Asia,Sudan,Muslim,Adil,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Mexico,Christian,Carlos,Male
Canada,3,True,East Asia,Canada,Christian,Sarah,Female,India,Hindu,Raj,Male,China,Non-religious,Liu,Female,Sudan,Muslim,Omar,Male
Sudan,3,True,East Asia,Nepal,Hindu,Aarav,Male,Sudan,Muslim,Khalid,Male,China,Non-religious,Li,Female,Canada,Christian,Emma,Female
Sudan,4,True,East Asia,Sudan,Muslim,Adil,Male,Thailand,Budhist,Suri,Female,Canada,Christian,Emma,Female,China,Non-religious,Li,Male
Canada,4,True,East Asia,Canada,Christian,Jacob,Male,Vietnam,Budhist,Mai,Female,Sudan,Muslim,Omar,Male,China,Non-religious,Li,Female
India,4,True,East Asia,Sudan,Muslim,Hassan,Male,United States of America,Christian,Emily,Female,India,Hindu,Rajesh,Male,China,Non-religious,Wei,Female
Sudan,1,True,East Asia,China,Non-religious,Li,Male,United States of America,Christian,Sarah,Female,Sudan,Muslim,Hassan,Male,Nepal,Hindu,Rajesh,Male
Sudan,4,True,North America,China,Non-religious,Li,Male,Thailand,Budhist,Suri,Female,Sudan,Muslim,Khalid,Male,United States of America,Christian,Emily,Female
United States of America,3,False,North America,Vietnam,Budhist,Linh,Female,Sudan,Muslim,Omar,Male,United States of America,Christian,Sarah,Female,China,Non-religious,Wei,Male
India,3,True,Northern Europe,China,Non-religious,Mei,Female,Sudan,Muslim,Omar,Male,Sweden,Christian,Erik,Male,India,Hindu,Rahul,Male
Nepal,3,False,South Asia,Sudan,Muslim,Rashid,Male,Sweden,Christian,Anna,Female,Nepal,Hindu,Prakash,Male,China,Non-religious,Li,Male
China,4,False,East Asia,Sweden,Christian,Axel,Male,Sudan,Muslim,Amira,Female,Thailand,Budhist,Suri,Female,China,Non-religious,Wei,Male
Vietnam,4,True,East Asia,Sudan,Muslim,Zaki,Male,Sweden,Christian,Astrid,Female,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male
India,2,False,South Asia,Sudan,Muslim,Kamil,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Male,United Kingdom,Christian,Edward,Male
United Kingdom,2,False,Northern Europe,Sudan,Muslim,Omar,Male,United Kingdom,Christian,Elizabeth,Female,China,Non-religious,Li,Female,Nepal,Hindu,Raj,Male
China,1,False,East Asia,China,Non-religious,Mei,Female,Thailand,Budhist,Sak,Male,United Kingdom,Christian,Oliver,Male,Sudan,Muslim,Hassan,Male
Sudan,4,True,East Asia,Sudan,Muslim,Amir,Male,United Kingdom,Christian,Elizabeth,Female,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male
Australia,2,True,East Asia,India,Hindu,Raj,Male,China,Non-religious,Li,Female,Australia,Christian,Emma,Female,Sudan,Muslim,Amir,Male
Nepal,3,True,East Asia,Australia,Christian,Blake,Male,Sudan,Muslim,Omar,Male,China,Non-religious,Wei,Female,Nepal,Hindu,Arun,Male
Australia,4,True,Southeast Asia,China,Non-religious,Li,Female,Australia,Christian,Jack,Male,Sudan,Muslim,Ahmed,Male,Thailand,Budhist,Suri,Female
Sudan,2,True,East Asia,Australia,Christian,Blake,Male,China,Non-religious,Wei,Female,Vietnam,Budhist,Linh,Female,Sudan,Muslim,Omar,Male
Papua New Guinea,2,True,East Asia,Papua New Guinea,Christian,Kela,Female,China,Non-religious,Wei,Male,India,Hindu,Ravi,Male,Sudan,Muslim,Omar,Male
China,2,True,South Asia,Sudan,Muslim,Malik,Male,Nepal,Hindu,Priya,Female,Papua New Guinea,Christian,Gabriel,Male,China,Non-religious,Wei,Female
Papua New Guinea,4,True,North Africa,China,Non-religious,Wei,Male,Thailand,Budhist,Suri,Female,Papua New Guinea,Christian,Jacob,Male,Sudan,Muslim,Omar,Male
Sudan,2,True,East Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Papua New Guinea,Christian,Kiko,Male,Sudan,Muslim,Omar,Male
Sudan,4,False,North Africa,Brazil,Christian,Carlos,Male,China,Non-religious,Mei,Female,India,Hindu,Priya,Female,Sudan,Muslim,Omar,Male
Sudan,2,True,East Asia,Sudan,Muslim,Adil,Male,China,Non-religious,Li,Female,Nepal,Hindu,Rajesh,Male,Brazil,Christian,Carlos,Female
Sudan,1,True,East Asia,China,Non-religious,Mei,Female,Brazil,Christian,Carlos,Male,Thailand,Budhist,Suri,Female,Sudan,Muslim,Khalid,Male
Brazil,3,True,East Asia,Sudan,Muslim,Omar,Male,Brazil,Christian,Rafael,Male,China,Non-religious,Li,Female,Vietnam,Budhist,Minh,Female
Colombia,3,True,East Asia,India,Hindu,Arjun,Male,Sudan,Muslim,Fatima,Female,China,Non-religious,Li,Male,Colombia,Christian,Diego,Male
Colombia,4,True,South Asia,China,Non-religious,Wei,Male,Colombia,Christian,Carlos,Male,Sudan,Muslim,Malik,Male,Nepal,Hindu,Ravi,Female
Thailand,4,True,South America,China,Non-religious,Wei,Male,Thailand,Budhist,Sombat,Male,Sudan,Muslim,Amir,Male,Colombia,Christian,Isabella,Female
Vietnam,3,True,East Asia,Sudan,Muslim,Zara,Female,Vietnam,Budhist,Minh,Male,China,Non-religious,Wei,Male,Colombia,Christian,Diego,Male
Sudan,2,True,East Asia,India,Hindu,Arjun,Male,China,Non-religious,Wei,Female,Sudan,Muslim,Khalid,Male,Georgia,Christian,Nino,Female
India,4,True,East Asia,Sudan,Muslim,Zara,Female,Thailand,Budhist,Somporn,Male,India,Hindu,Vikram,Male,China,Non-religious,Li,Female
Sudan,3,True,South Asia,Vietnam,Budhist,Minh,Male,China,Non-religious,Wei,Male,India,Hindu,Priya,Female,Sudan,Muslim,Omar,Male
China,4,True,South Asia,China,Non-religious,Wei,Male,Philippines,Christian,Maria,Female,Sudan,Muslim,Omar,Male,India,Hindu,Raj,Male
China,2,False,East Asia,India,Hindu,Rajesh,Male,China,Non-religious,Mei,Female,Sudan,Muslim,Omar,Male,Greece,Christian,Stavros,Male
South Africa,2,True,East Asia,India,Hindu,Arjun,Male,China,Non-religious,Wei,Female,South Africa,Christian,Themba,Male,Sudan,Muslim,Omar,Male
India,2,True,East Asia,Sudan,Muslim,Adil,Male,China,Non-religious,Li,Female,Italy,Christian,Marco,Male,India,Hindu,Priya,Female
Sudan,4,True,West Africa,China,Non-religious,Mei,Female,India,Hindu,Ravi,Male,Sudan,Muslim,Omar,Male,Nigeria,Christian,Chidi,Female
China,4,True,Western Europe,Sudan,Muslim,Rashid,Male,India,Hindu,Priya,Female,China,Non-religious,Lei,Male,France,Christian,Jacques,Male
Germany,2,True,South Asia,Germany,Christian,Klaus,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Male,Sudan,Muslim,Omar,Male
China,2,False,East Asia,Nepal,Hindu,Arjun,Male,China,Non-religious,Wei,Female,Georgia,Christian,Nino,Male,Sudan,Muslim,Khalid,Male
Nepal,2,True,East Asia,Nepal,Hindu,Rajesh,Male,China,Non-religious,Lin,Female,Thailand,Budhist,Somchai,Male,Sudan,Muslim,Hassan,Male
China,4,True,Southeast Asia,Sudan,Muslim,Amir,Male,Nepal,Hindu,Priya,Female,China,Non-religious,Li,Male,Vietnam,Budhist,Minh,Female
China,2,False,East Asia,Philippines,Christian,Elena,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Rajesh,Male,Sudan,Muslim,Omar,Male
Nepal,2,True,East Asia,Greece,Christian,Eleni,Female,China,Non-religious,Wei,Male,Sudan,Muslim,Khalid,Male,Nepal,Hindu,Ravi,Male
Nepal,3,True,East Asia,Nepal,Hindu,Rajesh,Male,South Africa,Christian,Helena,Female,China,Non-religious,Wei,Male,Sudan,Muslim,Omar,Male
Nepal,2,True,East Asia,Sudan,Muslim,Adil,Male,China,Non-religious,Mei,Female,Italy,Christian,Marco,Male,Nepal,Hindu,Rajesh,Male
Nepal,3,True,West Africa,China,Non-religious,Lei,Male,Nepal,Hindu,Rajesh,Male,Nigeria,Christian,Chidi,Female,Sudan,Muslim,Omar,Male
France,2,True,East Asia,France,Christian,Pierre,Male,China,Non-religious,Wei,Female,Nepal,Hindu,Rajesh,Male,Sudan,Muslim,Omar,Male
Germany,3,True,East Asia,Germany,Christian,Klaus,Male,Sudan,Muslim,Amir,Male,China,Non-religious,Li,Female,Nepal,Hindu,Raj,Male
Sudan,3,True,East Asia,Georgia,Christian,Luka,Male,Thailand,Budhist,Siri,Female,China,Non-religious,Wei,Male,Sudan,Muslim,Adel,Male
Vietnam,1,True,East Asia,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,Georgia,Christian,Giorgi,Male,Sudan,Muslim,Amir,Male
Greece,4,True,East Asia,Thailand,Budhist,Sara,Female,Greece,Christian,Nikos,Male,Sudan,Muslim,Hassan,Male,China,Non-religious,Wei,Female
Sudan,4,False,North Africa,China,Non-religious,Li,Male,South Africa,Christian,Thabo,Male,Thailand,Budhist,Suri,Female,Sudan,Muslim,Omar,Male
China,1,True,Southeast Asia,Thailand,Budhist,Sanya,Female,Sudan,Muslim,Malik,Male,Italy,Christian,Marco,Male,China,Non-religious,Li,Female
Nigeria,3,True,East Asia,Sudan,Muslim,Khalid,Male,Nigeria,Christian,Emeka,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Somchai,Male
France,3,True,East Asia,Sudan,Muslim,Zara,Female,France,Christian,Pierre,Male,China,Non-religious,Lin,Female,Thailand,Budhist,Somchai,Male
China,3,False,East Asia,Sudan,Muslim,Rashid,Male,Thailand,Budhist,Somchai,Male,China,Non-religious,Wei,Female,Germany,Christian,Klaus,Male
Vietnam,3,True,Southeast Europe,Sudan,Muslim,Khalid,Male,Vietnam,Budhist,Linh,Female,Greece,Christian,Elena,Female,China,Non-religious,Wei,Male
Vietnam,4,True,East Asia,Vietnam,Budhist,Linh,Female,Sudan,Muslim,Amir,Male,South Africa,Christian,Thabo,Male,China,Non-religious,Wei,Female
Vietnam,3,False,Southeast Asia,Italy,Christian,Marco,Male,Sudan,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Female
Nigeria,4,True,East Asia,Vietnam,Budhist,Linh,Female,Nigeria,Christian,Chidi,Male,Sudan,Muslim,Amira,Female,China,Non-religious,Wei,Male
Vietnam,4,True,Western Europe,Sudan,Muslim,Hassan,Male,China,Non-religious,Lin,Female,Vietnam,Budhist,Mai,Female,France,Christian,Pierre,Male
China,2,False,East Asia,Sudan,Muslim,Karim,Male,China,Non-religious,Li,Female,Germany,Christian,Hans,Male,Vietnam,Budhist,Mai,Female
