location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
China,4,True,North Africa,India,Hindu,Rishi,Male,Sweden,Christian,Ingrid,Female,China,Non-religious,Jia,Female,Egypt,Muslim,Amir,Male
Nepal,4,False,South Asia,Egypt,Muslim,Amir,Male,China,Non-religious,Lin,Female,Sweden,Christian,Elin,Female,Nepal,Hindu,Raju,Male
Sweden,4,True,Southeast Asia,Sweden,Christian,Lars,Male,China,Non-religious,Mei,Female,Egypt,Muslim,Amir,Male,Thailand,Budhist,Niran,Female
China,4,True,North Africa,China,Non-religious,Wei,Female,Sweden,Christian,Erik,Male,Vietnam,Budhist,Linh,Female,Egypt,Muslim,Amina,Female
Egypt,2,True,Northern Europe,Egypt,Muslim,Amir,Male,United Kingdom,Christian,Emily,Female,India,Hindu,Priya,Female,China,Non-religious,Wei,Male
Nepal,2,False,South Asia,China,Non-religious,Li,Female,Nepal,Hindu,Arjun,Male,United Kingdom,Christian,Margaret,Female,Egypt,Muslim,Ahmed,Male
China,3,False,East Asia,Egypt,Muslim,Amina,Female,Thailand,Budhist,Arun,Male,China,Non-religious,Li,Male,United Kingdom,Christian,Emily,Female
Vietnam,4,True,Northern Europe,China,Non-religious,Wei,Female,Vietnam,Budhist,Linh,Male,Egypt,Muslim,Amina,Female,United Kingdom,Christian,Oliver,Male
India,2,True,North Africa,India,Hindu,Anjali,Female,Egypt,Muslim,Amir,Male,Australia,Christian,Jack,Male,China,Non-religious,Mei,Female
China,4,False,East Asia,Australia,Christian,James,Male,Nepal,Hindu,Priya,Female,Egypt,Muslim,Omar,Male,China,Non-religious,Lin,Female
Australia,3,True,North Africa,China,Non-religious,Liang,Male,Thailand,Budhist,Suda,Female,Egypt,Muslim,Hassan,Male,Australia,Christian,Grace,Female
Vietnam,3,True,East Asia,Vietnam,Budhist,Lan,Female,Egypt,Muslim,Amir,Male,China,Non-religious,Wei,Female,Australia,Christian,Jack,Male
India,4,False,South Asia,Egypt,Muslim,Amir,Male,China,Non-religious,Li,Female,Papua New Guinea,Christian,Jacob,Male,India,Hindu,Kavya,Female
Papua New Guinea,2,True,East Asia,Nepal,Hindu,Rajan,Male,China,Non-religious,Li,Female,Papua New Guinea,Christian,Malia,Female,Egypt,Muslim,Amir,Male
Papua New Guinea,2,True,East Asia,Thailand,Budhist,Suri,Female,China,Non-religious,Wei,Male,Papua New Guinea,Christian,Mara,Female,Egypt,Muslim,Samir,Male
Vietnam,4,True,East Asia,Egypt,Muslim,Amir,Male,Papua New Guinea,Christian,Mary,Female,Vietnam,Budhist,Lan,Female,China,Non-religious,Wei,Male
China,3,False,East Asia,Brazil,Christian,Lucas,Male,Egypt,Muslim,Amina,Female,China,Non-religious,Zhang,Male,India,Hindu,Priya,Female
Brazil,3,False,South America,Egypt,Muslim,Amina,Female,Nepal,Hindu,Rajan,Male,Brazil,Christian,Lucas,Male,China,Non-religious,Mei,Female
Egypt,4,True,East Asia,Egypt,Muslim,Amina,Female,Thailand,Budhist,Somchai,Male,Brazil,Christian,Larissa,Female,China,Non-religious,Wei,Male
China,4,False,East Asia,Egypt,Muslim,Tariq,Male,Brazil,Christian,Maria,Female,Vietnam,Budhist,Minh,Female,China,Non-religious,Wei,Male
Colombia,2,True,North Africa,Colombia,Christian,Alejandro,Male,Egypt,Muslim,Amina,Female,India,Hindu,Raj,Male,China,Non-religious,Li,Female
Egypt,3,True,East Asia,Nepal,Hindu,Ramesh,Male,Colombia,Christian,Sofia,Female,China,Non-religious,Wei,Male,Egypt,Muslim,Amina,Female
China,4,True,North Africa,Thailand,Budhist,Kamon,Male,Colombia,Christian,Sofia,Female,China,Non-religious,Li,Male,Egypt,Muslim,Nabilah,Female
Colombia,1,False,South America,Colombia,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Egypt,Muslim,Amina,Female
Egypt,1,True,East Asia,China,Non-religious,Li,Male,Egypt,Muslim,Amina,Female,Georgia,Christian,Nikoloz,Male,India,Hindu,Priya,Female
India,2,True,East Asia,Egypt,Muslim,Amira,Female,China,Non-religious,Wei,Male,India,Hindu,Arjun,Male,Thailand,Budhist,Sopa,Female
Vietnam,3,False,Southeast Asia,Egypt,Muslim,Amina,Female,India,Hindu,Raj,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Chen,Male
India,4,True,East Asia,Philippines,Christian,Maria,Female,Egypt,Muslim,Ahmed,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Male
Greece,2,True,East Asia,Greece,Christian,Nikos,Male,China,Non-religious,Mei,Female,India,Hindu,Arjun,Male,Egypt,Muslim,Layla,Female
South Africa,4,True,South Asia,South Africa,Christian,Thandi,Female,Egypt,Muslim,Amir,Male,China,Non-religious,Li,Female,India,Hindu,Priya,Female
Italy,3,True,East Asia,India,Hindu,Asha,Female,Italy,Christian,Marco,Male,China,Non-religious,Li,Female,Egypt,Muslim,Amira,Female
Egypt,1,False,North Africa,Egypt,Muslim,Amina,Female,China,Non-religious,Wei,Male,Nigeria,Christian,Chidi,Male,India,Hindu,Priya,Female
France,1,True,East Asia,China,Non-religious,Li,Female,France,Christian,Jacques,Male,India,Hindu,Priya,Female,Egypt,Muslim,Amir,Male
India,4,False,South Asia,China,Non-religious,Wei,Female,Germany,Christian,Klaus,Male,Egypt,Muslim,Amina,Female,India,Hindu,Raghav,Male
Nepal,4,True,North Africa,Georgia,Christian,Luka,Male,Nepal,Hindu,Sita,Female,China,Non-religious,Wei,Female,Egypt,Muslim,Omar,Male
Egypt,2,True,East Asia,Nepal,Hindu,Raju,Male,China,Non-religious,Chen,Female,Thailand,Budhist,Anong,Female,Egypt,Muslim,Farouk,Male
China,1,False,East Asia,China,Non-religious,Wei,Male,Egypt,Muslim,Amina,Female,Nepal,Hindu,Sita,Female,Vietnam,Budhist,An,Male
Egypt,4,False,North Africa,Nepal,Hindu,Aarav,Male,China,Non-religious,Lian,Female,Philippines,Christian,Maria,Female,Egypt,Muslim,Amir,Male
China,4,True,North Africa,China,Non-religious,Wei,Male,Nepal,Hindu,Anjali,Female,Greece,Christian,Nikos,Male,Egypt,Muslim,Amina,Female
Nepal,3,True,East Asia,Egypt,Muslim,Samir,Male,Nepal,Hindu,Sita,Female,China,Non-religious,Wei,Male,South Africa,Christian,Zanele,Female
Egypt,2,True,East Asia,Nepal,Hindu,Raj,Male,China,Non-religious,Mei,Female,Egypt,Muslim,Amir,Male,Italy,Christian,Sofia,Female
China,3,True,West Africa,Egypt,Muslim,Amir,Male,China,Non-religious,Li,Female,Nigeria,Christian,Chike,Male,Nepal,Hindu,Anjali,Female
China,2,False,East Asia,France,Christian,Luc,Male,China,Non-religious,Mei,Female,Nepal,Hindu,Arjun,Male,Egypt,Muslim,Amina,Female
Egypt,1,False,North Africa,Egypt,Muslim,Amina,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Sita,Female,Germany,Christian,Klaus,Male
China,2,False,East Asia,Georgia,Christian,Niko,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Arun,Male,Egypt,Muslim,Layla,Female
Egypt,3,True,East Asia,Egypt,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Georgia,Christian,Nina,Female
Egypt,2,False,North Africa,China,Non-religious,Wei,Male,Egypt,Muslim,Nadia,Female,Greece,Christian,Alexios,Male,Thailand,Budhist,Arinya,Female
Egypt,4,True,East Asia,South Africa,Christian,Thabo,Male,Egypt,Muslim,Layla,Female,Thailand,Budhist,Suriya,Female,China,Non-religious,Wei,Male
China,4,False,East Asia,Thailand,Budhist,Sopa,Female,Egypt,Muslim,Amir,Male,Italy,Christian,Luca,Male,China,Non-religious,Li,Female
Nigeria,4,True,East Asia,Nigeria,Christian,Chijioke,Male,Egypt,Muslim,Amina,Female,Thailand,Budhist,Kanya,Female,China,Non-religious,Wei,Male
France,4,False,Western Europe,Egypt,Muslim,Amir,Male,China,Non-religious,Jie,Female,Thailand,Budhist,Suri,Female,France,Christian,Pierre,Male
Egypt,2,True,East Asia,Germany,Christian,Hans,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Nok,Female,Egypt,Muslim,Amir,Male
China,2,False,East Asia,Greece,Christian,Nikos,Male,China,Non-religious,Liu,Female,Egypt,Muslim,Amina,Female,Vietnam,Budhist,Minh,Male
Vietnam,2,True,East Asia,Vietnam,Budhist,Minh,Female,China,Non-religious,Lian,Male,South Africa,Christian,Thabo,Male,Egypt,Muslim,Amina,Female
China,2,True,North Africa,China,Non-religious,Wei,Male,Egypt,Muslim,Amir,Male,Italy,Christian,Lucia,Female,Vietnam,Budhist,Linh,Female
China,3,True,Southeast Asia,China,Non-religious,Li,Female,Nigeria,Christian,Chidi,Male,Vietnam,Budhist,Mai,Female,Egypt,Muslim,Amina,Female
Vietnam,4,False,Southeast Asia,China,Non-religious,Wei,Female,Egypt,Muslim,Amina,Female,France,Christian,Jacques,Male,Vietnam,Budhist,Minh,Male
Egypt,4,False,North Africa,Germany,Christian,Hans,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,Thi,Female,Egypt,Muslim,Omar,Male
Sudan,2,True,East Asia,India,Hindu,Aryan,Male,China,Non-religious,Mei,Female,Sudan,Muslim,Jamal,Male,Mexico,Christian,Rosa,Female
Nepal,4,True,North Africa,Nepal,Hindu,Sajan,Male,Mexico,Christian,Maria,Female,China,Non-religious,Wei,Female,Sudan,Muslim,Amir,Male
Thailand,3,True,East Asia,Sudan,Muslim,Amina,Female,Mexico,Christian,Carlos,Male,China,Non-religious,Li,Female,Thailand,Budhist,Chatri,Male
Sudan,2,True,Southeast Asia,Sudan,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Mexico,Christian,Sofia,Female
Canada,2,True,South Asia,Canada,Christian,Liam,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Male,Sudan,Muslim,Amara,Female
Sudan,3,True,East Asia,Nepal,Hindu,Sita,Female,Sudan,Muslim,Amir,Male,China,Non-religious,Cheng,Male,Canada,Christian,Emily,Female
Sudan,4,True,East Asia,Sudan,Muslim,Amina,Female,Thailand,Budhist,Somchai,Male,Canada,Christian,James,Male,China,Non-religious,Lin,Female
Canada,4,True,East Asia,Canada,Christian,Emily,Female,Vietnam,Budhist,Minh,Male,Sudan,Muslim,Amina,Female,China,Non-religious,Wei,Male
India,3,False,South Asia,Sudan,Muslim,Amir,Male,United States of America,Christian,Emily,Female,India,Hindu,Priya,Female,China,Non-religious,Wei,Male
Sudan,2,True,North America,China,Non-religious,Li,Female,United States of America,Christian,James,Male,Sudan,Muslim,Samira,Female,Nepal,Hindu,Arun,Male
Sudan,3,False,North Africa,China,Non-religious,Li,Female,Thailand,Budhist,Somchai,Male,Sudan,Muslim,Amina,Female,United States of America,Christian,John,Male
United States of America,4,True,East Asia,Vietnam,Budhist,Linh,Female,Sudan,Muslim,Amir,Male,United States of America,Christian,Grace,Female,China,Non-religious,Wei,Male
India,4,False,South Asia,China,Non-religious,Liling,Female,Sudan,Muslim,Jamal,Male,Sweden,Christian,Annika,Female,India,Hindu,Raj,Male
Nepal,4,True,East Asia,Sudan,Muslim,Amir,Male,Sweden,Christian,Ingrid,Female,Nepal,Hindu,Rajan,Male,China,Non-religious,Li,Female
China,3,True,Southeast Asia,Sweden,Christian,Anders,Male,Sudan,Muslim,Layla,Female,Thailand,Budhist,Suriya,Male,China,Non-religious,Mei,Female
Vietnam,3,False,Southeast Asia,Sudan,Muslim,Amir,Male,Sweden,Christian,Ingrid,Female,Vietnam,Budhist,Lien,Female,China,Non-religious,Wei,Male
India,2,False,South Asia,Sudan,Muslim,Amir,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Male,United Kingdom,Christian,Emily,Female
United Kingdom,3,True,East Asia,Sudan,Muslim,Amir,Male,United Kingdom,Christian,Claire,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Aditi,Female
China,3,True,Northern Europe,China,Non-religious,Wei,Male,Thailand,Budhist,Anong,Female,United Kingdom,Christian,Oliver,Male,Sudan,Muslim,Fatima,Female
Sudan,1,False,North Africa,Sudan,Muslim,Amir,Male,United Kingdom,Christian,Eleanor,Female,Vietnam,Budhist,Minh,Female,China,Non-religious,Wei,Male
Australia,4,True,North Africa,India,Hindu,Ravi,Male,China,Non-religious,Mei,Female,Australia,Christian,Jack,Male,Sudan,Muslim,Amina,Female
Nepal,4,False,South Asia,Australia,Christian,Jack,Male,Sudan,Muslim,Amina,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Sita,Female
Australia,2,False,Oceania,China,Non-religious,Ming,Female,Australia,Christian,Jack,Male,Sudan,Muslim,Adeela,Female,Thailand,Budhist,Somchai,Male
Sudan,4,False,North Africa,Australia,Christian,Claire,Female,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,Sudan,Muslim,Amir,Male
Papua New Guinea,1,False,Oceania,Papua New Guinea,Christian,Michael,Male,China,Non-religious,Li,Female,India,Hindu,Priya,Female,Sudan,Muslim,Amir,Male
China,4,False,East Asia,Sudan,Muslim,Amir,Male,Nepal,Hindu,Sita,Female,Papua New Guinea,Christian,Jonah,Male,China,Non-religious,Wei,Female
Papua New Guinea,3,False,Oceania,China,Non-religious,Wei,Male,Thailand,Budhist,Suri,Female,Papua New Guinea,Christian,Kila,Female,Sudan,Muslim,Amir,Male
Sudan,4,False,North Africa,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Papua New Guinea,Christian,James,Male,Sudan,Muslim,Amina,Female
Sudan,4,False,North Africa,Brazil,Christian,Lucas,Male,China,Non-religious,Mei,Female,India,Hindu,Priya,Female,Sudan,Muslim,Amina,Female
Sudan,1,False,North Africa,Sudan,Muslim,Aisha,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Arjun,Male,Brazil,Christian,Isabella,Female
Sudan,4,False,North Africa,China,Non-religious,Lian,Female,Brazil,Christian,Carlos,Male,Thailand,Budhist,Suriya,Female,Sudan,Muslim,Hassan,Male
Brazil,4,True,Southeast Asia,Sudan,Muslim,Amir,Male,Brazil,Christian,Daniela,Female,China,Non-religious,Li,Female,Vietnam,Budhist,Minh,Male
Colombia,4,False,South America,India,Hindu,Raj,Male,Sudan,Muslim,Amina,Female,China,Non-religious,Ming,Male,Colombia,Christian,Camila,Female
Colombia,2,False,South America,China,Non-religious,Wei,Male,Colombia,Christian,Maria,Female,Sudan,Muslim,Adam,Male,Nepal,Hindu,Priya,Female
Thailand,1,True,East Asia,China,Non-religious,Li,Male,Thailand,Budhist,Ananda,Female,Sudan,Muslim,Amir,Male,Colombia,Christian,Isabella,Female
Vietnam,4,True,South America,Sudan,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Colombia,Christian,Sofia,Female
Sudan,4,True,South Caucasus,India,Hindu,Ravi,Male,China,Non-religious,Ming,Female,Sudan,Muslim,Amina,Female,Georgia,Christian,Luka,Male
India,4,True,East Asia,Sudan,Muslim,Amir,Male,Thailand,Budhist,Kanya,Female,India,Hindu,Arjun,Male,China,Non-religious,Li,Female
Sudan,4,False,North Africa,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,India,Hindu,Priya,Female,Sudan,Muslim,Hamid,Male
China,4,True,South Asia,China,Non-religious,Li,Female,Philippines,Christian,Miguel,Male,Sudan,Muslim,Amina,Female,India,Hindu,Rishi,Male
China,2,False,East Asia,India,Hindu,Arjun,Male,China,Non-religious,Mei,Female,Sudan,Muslim,Fatima,Female,Greece,Christian,Nikos,Male
South Africa,4,True,North Africa,India,Hindu,Raj,Male,China,Non-religious,Li,Female,South Africa,Christian,Thandi,Female,Sudan,Muslim,Amir,Male
India,3,True,Southern Europe,Sudan,Muslim,Omar,Male,China,Non-religious,Mei,Female,Italy,Christian,Luca,Male,India,Hindu,Priya,Female
Sudan,2,True,South Asia,China,Non-religious,Wei,Female,India,Hindu,Arjun,Male,Sudan,Muslim,Fatima,Female,Nigeria,Christian,Chinedu,Male
China,3,False,East Asia,Sudan,Muslim,Amir,Male,India,Hindu,Priya,Female,China,Non-religious,Zhang,Male,France,Christian,Claire,Female
Germany,4,True,North Africa,Germany,Christian,Lukas,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Female,Sudan,Muslim,Amir,Male
China,2,False,East Asia,Nepal,Hindu,Aadi,Male,China,Non-religious,Mei,Female,Georgia,Christian,Elene,Female,Sudan,Muslim,Tariq,Male
Nepal,2,True,East Asia,Nepal,Hindu,Sita,Female,China,Non-religious,Wei,Male,Thailand,Budhist,Anand,Male,Sudan,Muslim,Fatima,Female
China,4,True,Southeast Asia,Sudan,Muslim,Amir,Male,Nepal,Hindu,Sita,Female,China,Non-religious,Chen,Female,Vietnam,Budhist,Bao,Male
China,4,True,North Africa,Philippines,Christian,Maria,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Sita,Female,Sudan,Muslim,Omar,Male
Nepal,2,True,East Asia,Greece,Christian,Alexia,Female,China,Non-religious,Ming,Male,Sudan,Muslim,Ahmed,Male,Nepal,Hindu,Priya,Female
Nepal,2,True,Southern Africa,Nepal,Hindu,Arjun,Male,South Africa,Christian,Thandi,Female,China,Non-religious,Wei,Male,Sudan,Muslim,Amina,Female
Nepal,4,False,South Asia,Sudan,Muslim,Amir,Male,China,Non-religious,Li,Female,Italy,Christian,Marco,Male,Nepal,Hindu,Aditi,Female
Nepal,4,True,North Africa,China,Non-religious,Li,Female,Nepal,Hindu,Anil,Male,Nigeria,Christian,Chika,Female,Sudan,Muslim,Amir,Male
France,1,False,Western Europe,France,Christian,Jean,Male,China,Non-religious,Mei,Female,Nepal,Hindu,Arya,Female,Sudan,Muslim,Amir,Male
Germany,3,True,East Asia,Germany,Christian,Klaus,Male,Sudan,Muslim,Amina,Female,China,Non-religious,Wei,Female,Nepal,Hindu,Rajan,Male
Sudan,4,False,North Africa,Georgia,Christian,Alex,Male,Thailand,Budhist,Niran,Female,China,Non-religious,Ming,Male,Sudan,Muslim,Amina,Female
Vietnam,4,True,North Africa,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Male,Georgia,Christian,David,Male,Sudan,Muslim,Amina,Female
Greece,2,False,Southeast Europe,Thailand,Budhist,Somchai,Male,Greece,Christian,Katerina,Female,Sudan,Muslim,Amina,Female,China,Non-religious,Wei,Male
Sudan,4,False,North Africa,China,Non-religious,Ming,Female,South Africa,Christian,Thabo,Male,Thailand,Budhist,Arun,Male,Sudan,Muslim,Amina,Female
China,4,False,East Asia,Thailand,Budhist,Suriya,Female,Sudan,Muslim,Jamal,Male,Italy,Christian,Alessia,Female,China,Non-religious,Wei,Male
Nigeria,3,True,East Asia,Sudan,Muslim,Amina,Female,Nigeria,Christian,Chijioke,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Arun,Male
France,3,True,East Asia,Sudan,Muslim,Amir,Male,France,Christian,Claire,Female,China,Non-religious,Ling,Male,Thailand,Budhist,Niran,Female
China,3,False,East Asia,Sudan,Muslim,Amir,Male,Thailand,Budhist,Suni,Female,China,Non-religious,Chen,Male,Germany,Christian,Elke,Female
Vietnam,2,False,Southeast Asia,Sudan,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,Greece,Christian,Eleni,Female,China,Non-religious,Wei,Male
Vietnam,4,True,East Asia,Vietnam,Budhist,Linh,Female,Sudan,Muslim,Amir,Male,South Africa,Christian,Thandi,Female,China,Non-religious,Wei,Male
Vietnam,4,True,East Asia,Italy,Christian,Marco,Male,Sudan,Muslim,Amina,Female,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male
Nigeria,4,True,East Asia,Vietnam,Budhist,Linh,Female,Nigeria,Christian,Chidi,Male,Sudan,Muslim,Fatima,Female,China,Non-religious,Wei,Male
Vietnam,2,True,East Asia,Sudan,Muslim,Idris,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Male,France,Christian,Claudette,Female
China,3,True,Western Europe,Sudan,Muslim,Amina,Female,China,Non-religious,Ming,Male,Germany,Christian,Franz,Male,Vietnam,Budhist,Linh,Female
Bangladesh,2,True,East Asia,Mexico,Christian,Javier,Male,China,Non-religious,Lin,Female,Thailand,Budhist,Niran,Male,Bangladesh,Muslim,Ayesha,Female
China,3,False,East Asia,Bangladesh,Muslim,Ayesha,Female,Vietnam,Budhist,Minh,Male,China,Non-religious,Wei,Female,Mexico,Christian,Luisa,Female
China,4,True,South Asia,Mexico,Christian,Carlos,Male,China,Non-religious,Li,Female,Thailand,Budhist,Aran,Male,India,Hindu,Priya,Female
Vietnam,2,False,Southeast Asia,Mexico,Christian,Javier,Male,Vietnam,Budhist,Mai,Female,China,Non-religious,Lian,Female,India,Hindu,Arjun,Male
Nepal,4,False,South Asia,China,Non-religious,Mei,Female,Thailand,Budhist,Aran,Male,Mexico,Christian,Diego,Male,Nepal,Hindu,Sita,Female
Nepal,4,True,Southeast Asia,China,Non-religious,Wei,Female,Mexico,Christian,Carlos,Male,Nepal,Hindu,Anil,Male,Vietnam,Budhist,Linh,Female
Thailand,3,True,East Asia,Thailand,Budhist,Sita,Female,Pakistan,Muslim,Ahmed,Male,China,Non-religious,Wei,Female,Mexico,Christian,Carlos,Male
Vietnam,3,False,Southeast Asia,China,Non-religious,Lin,Female,Mexico,Christian,Miguel,Male,Vietnam,Budhist,An,Male,Pakistan,Muslim,Aisha,Female
China,2,True,South Asia,Thailand,Budhist,Somchai,Male,Bangladesh,Muslim,Ayesha,Female,Canada,Christian,Mark,Male,China,Non-religious,Li,Female
China,3,False,East Asia,Canada,Christian,Michael,Male,Vietnam,Budhist,Lien,Female,China,Non-religious,Wei,Male,Bangladesh,Muslim,Amina,Female
Thailand,4,False,Southeast Asia,Canada,Christian,Liam,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Male,Thailand,Budhist,Anong,Female
China,4,False,East Asia,India,Hindu,Arjun,Male,Vietnam,Budhist,Mai,Female,Canada,Christian,Grace,Female,China,Non-religious,Li,Male
Canada,2,False,North America,Thailand,Budhist,Lek,Female,Canada,Christian,Mark,Male,Nepal,Hindu,Anil,Male,China,Non-religious,Xiao,Female
China,2,False,East Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Aarav,Male,Canada,Christian,Claire,Female
Canada,4,True,East Asia,Pakistan,Muslim,Ahmed,Male,Thailand,Budhist,Suri,Female,Canada,Christian,Marcus,Male,China,Non-religious,Lin,Female
Vietnam,2,True,East Asia,Canada,Christian,Brandon,Male,China,Non-religious,Mei,Female,Pakistan,Muslim,Aisha,Female,Vietnam,Budhist,Minh,Male
China,3,False,East Asia,Bangladesh,Muslim,Aamir,Male,Thailand,Budhist,Suriya,Female,China,Non-religious,Chen,Male,United States of America,Christian,Emily,Female
Vietnam,3,False,Southeast Asia,United States of America,Christian,Jake,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Male,Bangladesh,Muslim,Ahmed,Male
China,1,False,East Asia,China,Non-religious,Liang,Male,Thailand,Budhist,Anong,Female,United States of America,Christian,Jackson,Male,India,Hindu,Priya,Female
China,4,False,East Asia,India,Hindu,Arjun,Male,United States of America,Christian,Emily,Female,Vietnam,Budhist,Minh,Male,China,Non-religious,Li,Female
Nepal,4,True,North America,China,Non-religious,Li,Female,Nepal,Hindu,Raj,Male,Thailand,Budhist,Suda,Male,United States of America,Christian,Emily,Female
Vietnam,2,True,East Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,United States of America,Christian,Emily,Female,Nepal,Hindu,Arjun,Male
United States of America,2,True,Southeast Asia,China,Non-religious,Mei,Female,Thailand,Budhist,Ananda,Male,United States of America,Christian,Jack,Male,Pakistan,Muslim,Ayesha,Female
China,4,True,South Asia,Vietnam,Budhist,Thao,Female,United States of America,Christian,Michael,Male,China,Non-religious,Li,Male,Pakistan,Muslim,Amina,Female
Bangladesh,3,False,South Asia,Thailand,Budhist,Suriya,Female,Sweden,Christian,Lars,Male,Bangladesh,Muslim,Amina,Female,China,Non-religious,Li,Male
Sweden,1,True,East Asia,China,Non-religious,Lin,Female,Bangladesh,Muslim,Aamir,Male,Vietnam,Budhist,Minh,Female,Sweden,Christian,Sven,Male
India,1,True,East Asia,China,Non-religious,Wei,Male,India,Hindu,Saanvi,Female,Sweden,Christian,Lars,Male,Thailand,Budhist,Priya,Female
Vietnam,2,True,Northern Europe,India,Hindu,Raj,Male,Sweden,Christian,Elin,Female,Vietnam,Budhist,Minh,Male,China,Non-religious,Lian,Female
Sweden,2,True,East Asia,Sweden,Christian,Erik,Male,China,Non-religious,Lian,Female,Thailand,Budhist,Anong,Female,Nepal,Hindu,Sajan,Male
Vietnam,2,True,South Asia,Sweden,Christian,Erik,Male,Nepal,Hindu,Anika,Female,Vietnam,Budhist,Minh,Male,China,Non-religious,Lian,Female
Pakistan,4,False,South Asia,Thailand,Budhist,Suriya,Male,China,Non-religious,Mei,Female,Sweden,Christian,Henrik,Male,Pakistan,Muslim,Amina,Female
Sweden,1,True,South Asia,Pakistan,Muslim,Amir,Male,Sweden,Christian,Ingrid,Female,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female
United Kingdom,3,True,East Asia,United Kingdom,Christian,Thomas,Male,Bangladesh,Muslim,Ayesha,Female,China,Non-religious,Liang,Female,Thailand,Budhist,Suriya,Male
Bangladesh,2,True,East Asia,United Kingdom,Christian,Thomas,Male,China,Non-religious,Li,Female,Bangladesh,Muslim,Ayesha,Female,Vietnam,Budhist,Minh,Male
India,2,True,Northern Europe,China,Non-religious,Mei,Female,United Kingdom,Christian,John,Male,India,Hindu,Arjun,Male,Thailand,Budhist,Sita,Female
United Kingdom,4,True,South Asia,Vietnam,Budhist,Minh,Male,China,Non-religious,Li,Female,United Kingdom,Christian,James,Male,India,Hindu,Priya,Female
Thailand,4,False,Southeast Asia,United Kingdom,Christian,Oliver,Male,Nepal,Hindu,Asha,Female,China,Non-religious,Xia,Female,Thailand,Budhist,Thanawat,Male
China,3,False,East Asia,United Kingdom,Christian,Oliver,Male,Vietnam,Budhist,Minh,Female,China,Non-religious,Wei,Female,Nepal,Hindu,Arjun,Male
China,2,True,Northern Europe,China,Non-religious,Li,Female,United Kingdom,Christian,Jack,Male,Pakistan,Muslim,Amina,Female,Thailand,Budhist,Somchai,Male
United Kingdom,4,False,Northern Europe,China,Non-religious,Wei,Female,Pakistan,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,United Kingdom,Christian,Edward,Male
Australia,4,False,Oceania,Bangladesh,Muslim,Farhan,Male,China,Non-religious,Li,Female,Thailand,Budhist,Anong,Female,Australia,Christian,Jack,Male
Australia,3,True,South Asia,China,Non-religious,Wei,Male,Australia,Christian,Sarah,Female,Bangladesh,Muslim,Ayesha,Female,Vietnam,Budhist,Minh,Male
China,4,False,East Asia,India,Hindu,Arjun,Male,Thailand,Budhist,Mali,Female,Australia,Christian,Jack,Male,China,Non-religious,Wei,Female
China,4,True,South Asia,China,Non-religious,Li,Female,Australia,Christian,Jack,Male,Vietnam,Budhist,An,Female,India,Hindu,Raj,Male
Nepal,3,True,East Asia,Thailand,Budhist,Sopa,Female,Nepal,Hindu,Arjun,Male,China,Non-religious,Wei,Male,Australia,Christian,Claire,Female
China,3,True,Oceania,China,Non-religious,Liu,Female,Vietnam,Budhist,Minh,Male,Australia,Christian,Grace,Female,Nepal,Hindu,Arjun,Male
Thailand,2,True,East Asia,Thailand,Budhist,Suda,Female,China,Non-religious,Wei,Male,Australia,Christian,James,Male,Pakistan,Muslim,Amina,Female
